time,setpoint,sensor,sinyal kendali
2024-08-25 17:56:44.938801,36.0,27.37,100
2024-08-25 17:56:45.170249,36.0,27.41,100
2024-08-25 17:56:45.371189,36.0,27.37,100
2024-08-25 17:56:45.576931,36.0,27.47,100
2024-08-25 17:56:45.775755,36.0,27.44,100
2024-08-25 17:56:45.999696,36.0,27.48,100
2024-08-25 17:56:46.201649,36.0,27.48,100
2024-08-25 17:56:46.409934,36.0,27.48,100
2024-08-25 17:56:46.633476,36.0,27.48,100
2024-08-25 17:56:46.835957,36.0,27.48,100
2024-08-25 17:56:47.038092,36.0,27.48,100
2024-08-25 17:56:47.266669,36.0,27.57,100
2024-08-25 17:56:47.468983,36.0,27.58,100
2024-08-25 17:56:47.672883,36.0,27.54,100
2024-08-25 17:56:47.876765,36.0,27.6,100
2024-08-25 17:56:48.097493,36.0,27.6,100
2024-08-25 17:56:48.299298,36.0,27.6,100
2024-08-25 17:56:48.505440,36.0,27.65,100
2024-08-25 17:56:48.731125,36.0,27.6,100
2024-08-25 17:56:48.935389,36.0,27.61,100
2024-08-25 17:56:49.140380,36.0,27.7,100
2024-08-25 17:56:49.365211,36.0,27.7,100
2024-08-25 17:56:49.571127,36.0,27.71,100
2024-08-25 17:56:49.772234,36.0,27.71,100
2024-08-25 17:56:49.996993,36.0,27.71,100
2024-08-25 17:56:50.198495,36.0,27.71,100
2024-08-25 17:56:50.398140,36.0,27.74,100
2024-08-25 17:56:50.602838,36.0,27.72,100
2024-08-25 17:56:50.829318,36.0,27.81,100
2024-08-25 17:56:51.030963,36.0,27.83,100
2024-08-25 17:56:51.232309,36.0,27.83,100
2024-08-25 17:56:51.435087,36.0,27.83,100
2024-08-25 17:56:51.635951,36.0,27.83,100
2024-08-25 17:56:51.863373,36.0,27.83,100
2024-08-25 17:56:52.072949,36.0,27.83,100
2024-08-25 17:56:52.274794,36.0,27.86,100
2024-08-25 17:56:52.494756,36.0,27.84,100
2024-08-25 17:56:52.695905,36.0,27.92,100
2024-08-25 17:56:52.898936,36.0,27.94,100
2024-08-25 17:56:53.100095,36.0,27.94,100
2024-08-25 17:56:53.328627,36.0,27.94,100
2024-08-25 17:56:53.531620,36.0,27.94,100
2024-08-25 17:56:53.733813,36.0,27.94,100
2024-08-25 17:56:53.931791,36.0,27.95,100
2024-08-25 17:56:54.134311,36.0,27.95,100
2024-08-25 17:56:54.361018,36.0,28.0,100
2024-08-25 17:56:54.563300,36.0,28.02,100
2024-08-25 17:56:54.764236,36.0,28.0,100
2024-08-25 17:56:54.969851,36.0,28.06,100
2024-08-25 17:56:55.192220,36.0,28.06,100
2024-08-25 17:56:55.393245,36.0,28.07,100
2024-08-25 17:56:55.595032,36.0,28.06,100
